Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 03/12  02:00:00,76111607.64698586,76111607.64698586,7625873.53771374,44533202.00181081 
 03/12  03:00:00,71585769.75166279,71585769.75166279,7625873.53771374,44533202.00181081 
 03/12  04:00:00,76249607.64698586,76249607.64698586,7625873.53771374,44533202.00181081 
 03/12  05:00:00,76877734.47325735,76877734.47325735,15251747.07542748,44533202.00181081 
 03/12  06:00:00,97595468.16985896,97595468.16985896,13151971.947866232,55180531.87831209 
 03/12  07:00:00,158970641.16706688,158970641.16706688,37469562.54652069,95796493.41677362 
 03/12  08:00:00,342016190.10686787,342016190.10686787,96140058.71318272,204227663.7591696 
 03/12  09:00:00,314046966.9638229,314046966.9638229,93596348.77644848,174055806.61631225 
 03/12  10:00:00,306966205.77755257,306966205.77755329,93124323.85391505,167093070.3525762 
 03/12  11:00:00,313754942.0412895,313754942.0412895,93124323.85391505,174055806.61631225 
 03/12  12:00:00,316795008.00073227,316795008.00073227,93124323.85391505,177667514.30607493 
 03/12  13:00:00,319726649.2267606,319726649.2267606,93124323.85391505,179858086.83609239 
 03/12  14:00:00,307047700.6307477,307047700.6307477,93124323.85391505,167093070.3525762 
 03/12  15:00:00,307237789.14455178,307237789.1445517,93124323.85391505,167093070.3525762 
 03/12  16:00:00,317155522.4105177,317155522.4105177,93221383.62740399,177537174.74818046 
 03/12  17:00:00,240375363.79516588,240375363.79516588,53548612.6509389,140923939.57316477 
 03/12  18:00:00,132938081.08290226,132938081.08290227,37915582.836616,69106004.40578471 
 03/12  19:00:00,129952717.1015076,129952717.1015076,39455915.8435987,59822356.054136309 
 03/12  20:00:00,116896745.15364117,116896745.15364117,26303943.895732464,59822356.054136309 
 03/12  21:00:00,92768985.64250234,92768985.64250234,26303943.895732464,55180531.87831209 
 03/12  22:00:00,79369023.82617833,79369023.82617833,13151971.947866232,55180531.87831209 
 03/12  23:00:00,80306723.77443357,80306723.77443357,6575985.973933116,55180531.87831209 
 03/12  24:00:00,68513891.33017051,68513891.33017051,7625873.53771374,44533202.00181081 
 03/13  01:00:00,71919749.48857819,71919749.48857819,7625873.53771374,44533202.00181081 
 03/13  02:00:00,71599759.6201205,71599759.6201205,7625873.53771374,44533202.00181081 
 03/13  03:00:00,74109658.3046974,74109658.3046974,7625873.53771374,44533202.00181081 
 03/13  04:00:00,66965952.11942435,66965952.11942435,7625873.53771374,44533202.00181081 
 03/13  05:00:00,81583541.97395344,81583541.97395344,15251747.07542748,44533202.00181081 
 03/13  06:00:00,98315437.77523205,98315437.77523205,13151971.947866232,55180531.87831209 
 03/13  07:00:00,160869692.26949636,160869692.26949603,39292803.64894999,95796493.41677362 
 03/13  08:00:00,353305577.85254028,353305577.85254028,107469404.47613752,204227663.7591696 
 03/13  09:00:00,314682072.2406538,314682072.2406538,95041454.05327949,174055806.61631225 
 03/13  10:00:00,306885722.07888087,306885722.07888087,94207840.15524283,167093070.3525762 
 03/13  11:00:00,313843624.9026999,313843624.9026999,94203006.71532595,174055806.61631225 
 03/13  12:00:00,317455324.91844758,317455324.91844758,93854999.04131088,177667514.30607493 
 03/13  13:00:00,319584565.27415558,319584565.2741555,93835666.8670016,179858086.83609239 
 03/13  14:00:00,306686447.16663417,306686447.16663417,93990565.24299619,167093070.3525762 
 03/13  15:00:00,305802205.77755257,305802205.7775533,93124323.85391505,167093070.3525762 
 03/13  16:00:00,317064788.0758467,317064788.0758467,93942801.75660473,177537174.74818046 
 03/13  17:00:00,240988739.28171159,240988739.28171159,53957988.13748481,140923939.57316477 
 03/13  18:00:00,135967689.66941957,135967689.66941954,38551140.892525818,69106004.40578471 
 03/13  19:00:00,130336717.1015076,130336717.1015076,39455915.8435987,59822356.054136309 
 03/13  20:00:00,117286745.15364117,117286745.15364117,26303943.895732464,59822356.054136309 
 03/13  21:00:00,92762985.64250234,92762985.64250234,26303943.895732464,55180531.87831209 
 03/13  22:00:00,89180618.56448591,89180618.56448591,13151971.947866232,55180531.87831209 
 03/13  23:00:00,82362642.72209504,82362642.72209504,6575985.973933116,55180531.87831209 
 03/13  24:00:00,62124418.59349858,62124418.59349857,7625873.53771374,33399901.50135806 
 03/14  01:00:00,61586438.85658313,61586438.85658313,7625873.53771374,33399901.50135806 
 03/14  02:00:00,63560347.67270234,63560347.672702338,7625873.53771374,33399901.50135806 
 03/14  03:00:00,64732307.146533098,64732307.14653308,7625873.53771374,33399901.50135806 
 03/14  04:00:00,64888307.14653309,64888307.14653309,7625873.53771374,33399901.50135806 
 03/14  05:00:00,64768307.146533098,64768307.14653309,7625873.53771374,33399901.50135806 
 03/14  06:00:00,87431893.694636,87431893.694636,13151971.947866232,55180531.87831209 
 03/14  07:00:00,95731991.88156344,95731991.88156344,12424326.588512453,73747828.58160886 
 03/14  08:00:00,130472064.7696265,130472064.76962662,32418620.22882858,85222049.46327478 
 03/14  09:00:00,151853799.43017293,151853799.43017296,31289671.291916405,93345241.770967 
 03/14  10:00:00,148514201.2910269,148514201.2910269,31041441.28463835,89863873.63909899 
 03/14  11:00:00,156565393.59871919,156565393.59871919,31041441.28463835,97987065.9467912 
 03/14  12:00:00,115056149.32620855,115056149.32620855,15520720.642319175,72652542.31660007 
 03/14  13:00:00,105436500.97456016,105436500.97456016,15520720.642319175,63368893.96495164 
 03/14  14:00:00,99610220.75478018,99610220.75478019,15520720.642319175,57566613.74517154 
 03/14  15:00:00,94968396.57895595,94968396.57895595,15520720.642319175,52924789.56934732 
 03/14  16:00:00,96539314.85887379,96539314.85887379,15547182.878280957,54085245.613303299 
 03/14  17:00:00,80181978.50638043,80181978.50638043,5292956.966620611,48348135.17247038 
 03/14  18:00:00,58823345.51393218,58823345.51393218,6174191.12548467,41385398.908734139 
 03/14  19:00:00,60561940.435091029,60561940.43509101,7625873.53771374,33399901.50135806 
 03/14  20:00:00,59417991.09280253,59417991.092802528,7625873.53771374,33399901.50135806 
 03/14  21:00:00,65061758.06732927,65061758.067329268,7625873.53771374,33399901.50135806 
 03/14  22:00:00,64263788.461956199,64263788.46195618,7625873.53771374,33399901.50135806 
 03/14  23:00:00,62109879.645837049,62109879.64583703,7625873.53771374,33399901.50135806 
 03/14  24:00:00,61754408.46195626,61754408.46195626,7625873.53771374,33399901.50135806 
 03/15  01:00:00,64552307.146533098,64552307.146533098,7625873.53771374,33399901.50135806 
 03/15  02:00:00,65176307.14653309,65176307.14653309,7625873.53771374,33399901.50135806 
 03/15  03:00:00,63736337.541160028,63736337.541160028,7625873.53771374,33399901.50135806 
 03/15  04:00:00,64618307.146533098,64618307.14653309,7625873.53771374,33399901.50135806 
 03/15  05:00:00,64792307.146533098,64792307.146533098,7625873.53771374,33399901.50135806 
 03/15  06:00:00,77680349.22634778,77680349.22634778,6575985.973933116,41385398.908734139 
 03/15  07:00:00,53106735.276099208,53106735.276099208,6195737.814330514,41385398.908734139 
 03/15  08:00:00,56986785.528722207,56986785.528722207,5368280.179193802,41385398.908734139 
 03/15  09:00:00,75664277.87970439,75664277.87970439,5218083.7875615819,41385398.908734139 
 03/15  10:00:00,74027838.56037869,74027838.56037869,5173573.547439724,41385398.908734139 
 03/15  11:00:00,73471858.8234633,73471858.8234633,5173573.547439724,41385398.908734139 
 03/15  12:00:00,73105858.8234633,73105858.8234633,5173573.547439724,41385398.908734139 
 03/15  13:00:00,73441858.8234633,73441858.8234633,5173573.547439724,41385398.908734139 
 03/15  14:00:00,73441858.8234633,73441858.8234633,5173573.547439724,41385398.908734139 
 03/15  15:00:00,73699858.8234633,73699858.8234633,5173573.547439724,41385398.908734139 
 03/15  16:00:00,73949409.23242904,73949409.23242904,5219123.956405494,41385398.908734139 
 03/15  17:00:00,73704489.36684859,73704489.36684859,5364204.090825077,41385398.908734139 
 03/15  18:00:00,63278238.712800469,63278238.712800469,7175599.473318567,33399901.50135806 
 03/15  19:00:00,63193828.98812549,63193828.98812547,7625873.53771374,33399901.50135806 
 03/15  20:00:00,59429991.092802498,59429991.09280248,7625873.53771374,33399901.50135806 
 03/15  21:00:00,61371910.040463957,61371910.04046394,7625873.53771374,33399901.50135806 
 03/15  22:00:00,63525818.85658313,63525818.85658313,7625873.53771374,33399901.50135806 
 03/15  23:00:00,59925970.8297179,59925970.82971789,7625873.53771374,33399901.50135806 
 03/15  24:00:00,67255941.98788207,67255941.98788207,7625873.53771374,44533202.00181081 
 03/16  01:00:00,68525891.3301705,68525891.3301705,7625873.53771374,44533202.00181081 
 03/16  02:00:00,72945719.09395126,72945719.09395126,7625873.53771374,44533202.00181081 
 03/16  03:00:00,75215617.77852817,75215617.77852817,7625873.53771374,44533202.00181081 
 03/16  04:00:00,72649729.22549357,72649729.22549357,7625873.53771374,44533202.00181081 
 03/16  05:00:00,83169501.44778419,83169501.44778419,15251747.07542748,44533202.00181081 
 03/16  06:00:00,97359478.30140127,97359478.30140127,13151971.947866232,55180531.87831209 
 03/16  07:00:00,156624209.6177322,156624209.61773218,37202460.99718603,95796493.41677362 
 03/16  08:00:00,340049800.8779353,340049800.8779353,94745529.28517005,204227663.7591696 
 03/16  09:00:00,313127384.2557858,313127384.2557858,93366766.06841149,174055806.61631225 
 03/16  10:00:00,305802205.77755257,305802205.7775533,93124323.85391505,167093070.3525762 
 03/16  11:00:00,312998942.0412895,312998942.0412895,93124323.85391505,174055806.61631225 
 03/16  12:00:00,316532649.73105189,316532649.73105189,93124323.85391505,177667514.30607493 
 03/16  13:00:00,318783222.2610697,318783222.26106968,93124323.85391505,179858086.83609239 
 03/16  14:00:00,306132205.77755257,306132205.77755257,93124323.85391505,167093070.3525762 
 03/16  15:00:00,305802205.77755257,305802205.7775533,93124323.85391505,167093070.3525762 
 03/16  16:00:00,316747953.10656806,316747953.10656806,93625966.7873259,177537174.74818046 
 03/16  17:00:00,240396861.3362532,240396861.3362532,53540110.19202631,140923939.57316477 
 03/16  18:00:00,130802202.57959801,130802202.57959801,37594702.43943324,69106004.40578471 
 03/16  19:00:00,130240717.1015076,130240717.1015076,39455915.8435987,59822356.054136309 
 03/16  20:00:00,117028745.15364117,117028745.15364117,26303943.895732464,59822356.054136309 
 03/16  21:00:00,92768985.64250234,92768985.64250234,26303943.895732464,55180531.87831209 
 03/16  22:00:00,89246618.56448591,89246618.56448591,13151971.947866232,55180531.87831209 
 03/16  23:00:00,81406683.24826424,81406683.24826424,6575985.973933116,55180531.87831209 
 03/16  24:00:00,69729840.67245896,69729840.67245896,7625873.53771374,44533202.00181081 
 03/17  01:00:00,72675719.09395126,72675719.09395126,7625873.53771374,44533202.00181081 
 03/17  02:00:00,72257739.35703589,72257739.35703589,7625873.53771374,44533202.00181081 
 03/17  03:00:00,75063627.91007048,75063627.91007048,7625873.53771374,44533202.00181081 
 03/17  04:00:00,75607607.64698586,75607607.64698586,7625873.53771374,44533202.00181081 
 03/17  05:00:00,82567511.57932648,82567511.57932648,15251747.07542748,44533202.00181081 
 03/17  06:00:00,98557427.64368972,98557427.64368972,13151971.947866232,55180531.87831209 
 03/17  07:00:00,156180933.8587395,156180933.85873948,36833375.23819332,95796493.41677362 
 03/17  08:00:00,340713183.88867518,340713183.88867518,95325395.49138077,204227663.7591696 
 03/17  09:00:00,313576676.35203906,313576676.35203906,93816058.16466493,174055806.61631225 
 03/17  10:00:00,305802205.77755257,305802205.7775533,93124323.85391505,167093070.3525762 
 03/17  11:00:00,312764942.0412895,312764942.0412895,93124323.85391505,174055806.61631225 
 03/17  12:00:00,316712649.73105189,316712649.73105189,93124323.85391505,177667514.30607493 
 03/17  13:00:00,318926144.09782108,318926144.097821,93124323.85391505,179858086.83609239 
 03/17  14:00:00,306162205.77755257,306162205.77755257,93124323.85391505,167093070.3525762 
 03/17  15:00:00,306180205.77755257,306180205.77755257,93124323.85391505,167093070.3525762 
 03/17  16:00:00,316976465.6807157,316976465.6807157,93254479.36147344,177537174.74818046 
 03/17  17:00:00,240662703.08218117,240662703.08218117,53181951.9379543,140923939.57316477 
 03/17  18:00:00,138873606.6533842,138873606.65338419,37011382.49691124,69106004.40578471 
 03/17  19:00:00,134883198.16272257,134883198.16272257,39455915.8435987,59822356.054136309 
 03/17  20:00:00,117244745.15364117,117244745.15364117,26303943.895732464,59822356.054136309 
 03/17  21:00:00,92762985.64250234,92762985.64250234,26303943.895732464,55180531.87831209 
 03/17  22:00:00,88200659.09065515,88200659.09065515,13151971.947866232,55180531.87831209 
 03/17  23:00:00,81358683.24826432,81358683.24826432,6575985.973933116,55180531.87831209 
 03/17  24:00:00,73411729.22549357,73411729.22549357,7625873.53771374,44533202.00181081 
